Dataset,Solver,WarmStart,C,Rho,Method,Seed,Objective,Accuracy,AUC,F1,ScreeningRate,Time,ScreenTime,Iterations,Status
ijcnn1,SCS,False,0.05,0.0,Baseline,24,274.06075549,0.92508502,0.91632038,0.63085264,0.0,146.02772784,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,24,274.06073001,0.92968594,0.91632962,0.63818837,0.60372582,42.71206284,0.05364394,21225,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,24,299.74827956,0.92708542,0.91720342,0.63568216,0.0,156.26461124,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,24,299.74865256,0.9269854,0.91726662,0.63536464,0.63892101,7.48737597,0.05002069,1250,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,24,546.33031364,0.92988598,0.916412,0.63847344,0.0,147.52731371,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,24,546.33028109,0.92988598,0.91640869,0.63847344,0.59147313,46.96967387,0.07852125,21850,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,24,598.08956032,0.92738548,0.91718528,0.63590772,0.0,154.57510543,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,24,598.08947745,0.9274855,0.9171506,0.63659148,0.57562592,52.67211056,0.06193304,22000,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Baseline,25,55.37352965,0.91608322,0.91160379,0.61067285,0.0,122.30980706,0.0,16725,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Screening,25,55.37352989,0.91608322,0.91160344,0.61067285,0.81946051,4.30776739,0.03680062,3425,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Baseline,25,60.46104046,0.91788358,0.91306764,0.61218706,0.0,56.24802494,0.0,7325,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Screening,25,60.46104032,0.91788358,0.91306547,0.61218706,0.80292564,2.90454388,0.0514462,2275,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Baseline,25,269.89542645,0.91718344,0.91163664,0.61053622,0.0,143.72235012,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,25,269.89541832,0.91718344,0.91163653,0.61053622,0.63813959,38.72581601,0.05135536,21050,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,25,296.57401782,0.91688338,0.91210406,0.61040788,0.0,154.93208146,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,25,296.57401253,0.91688338,0.91210098,0.61040788,0.59563029,39.11858749,0.05331445,17400,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,25,537.85699497,0.91708342,0.91152244,0.60692271,0.0,146.54938054,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,25,537.85695649,0.9209842,0.91150772,0.60774578,0.63276342,37.33707023,0.04815912,21225,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,25,591.53638822,0.91338268,0.91212345,0.614082,0.0,155.33440876,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,25,591.53712471,0.92018404,0.91212528,0.60920666,0.65548714,11.90702701,0.08680558,1850,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Baseline,26,56.25036712,0.92688538,0.91396939,0.63793957,0.0,144.39880085,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Screening,26,56.25036612,0.92688538,0.9139622,0.63793957,0.6568937,9.80825472,0.04950976,3750,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Baseline,26,61.10709544,0.92858572,0.91587316,0.63309353,0.0,55.17455482,0.0,7050,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Screening,26,61.10709553,0.92858572,0.9158727,0.63309353,0.8025193,2.63651562,0.0351038,2425,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Baseline,26,274.65007759,0.92968594,0.91388382,0.63781556,0.0,146.47146416,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,26,274.65006982,0.92978596,0.91387789,0.63814433,0.65973807,28.61547208,0.0520575,14875,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,26,300.62838068,0.92668534,0.91478705,0.63658899,0.0,154.66562366,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,26,300.6286644,0.92638528,0.9147745,0.63564356,0.63723314,9.31157804,0.04444551,1375,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,26,547.43304262,0.92968594,0.91397144,0.63593993,0.0,143.61700797,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,26,547.4328617,0.92968594,0.91394668,0.63593993,0.56949958,48.81699228,0.05317926,21525,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,26,599.83011728,0.92668534,0.91486931,0.63658899,0.0,152.20207429,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,26,599.82997126,0.92668534,0.91487398,0.63658899,0.61397806,46.49256468,0.08427882,21950,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Baseline,27,56.76569119,0.92858572,0.91499355,0.63645621,0.0,142.88239408,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Screening,27,56.76569057,0.92858572,0.9149883,0.63645621,0.69212015,9.31989479,0.05096126,5200,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Baseline,27,61.55997481,0.92878576,0.91750974,0.6352459,0.0,152.51993108,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Screening,27,61.56008136,0.92878576,0.91753416,0.63487179,0.55984122,3.85936666,0.05390024,700,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Baseline,27,277.62067257,0.92928586,0.9151673,0.63799283,0.0,142.39957881,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,27,277.62066445,0.92928586,0.91516867,0.63799283,0.63057544,38.48118448,0.05230927,21025,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,27,303.08393648,0.92808562,0.91612267,0.63558033,0.0,153.23688245,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,27,303.0839301,0.92808562,0.91612952,0.63558033,0.4998906,25.56513619,0.05142546,8900,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,27,553.53103979,0.92928586,0.91515475,0.63799283,0.0,142.96592808,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,27,553.53099584,0.92928586,0.91514734,0.63799283,0.60963336,45.60501575,0.05768371,21875,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,27,604.835294,0.92868574,0.91617766,0.63678044,0.0,153.57635069,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,27,604.83587947,0.92858572,0.916182,0.63645621,0.64014003,11.44658685,0.05737662,1800,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Baseline,28,56.08896224,0.91628326,0.91366306,0.61658268,0.0,141.50424957,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Screening,28,56.08896175,0.91628326,0.91366534,0.61658268,0.6534867,12.67069912,0.04710317,5850,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Baseline,28,60.99978013,0.92318464,0.91609837,0.61714855,0.0,102.15973258,0.0,13350,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Screening,28,60.99978003,0.92318464,0.91609803,0.61714855,0.80361329,3.0869298,0.03540564,2950,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Baseline,28,273.87175352,0.9244849,0.91313986,0.61733401,0.0,141.67578053,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,28,273.87170935,0.9244849,0.91314841,0.61733401,0.6224174,16.60032225,0.05243158,7225,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,28,299.87434718,0.92338468,0.91445106,0.61776447,0.0,153.93668437,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,28,299.87434723,0.92338468,0.9144514,0.61776447,0.54518176,50.52354693,0.05277967,21300,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,28,545.92617129,0.92438488,0.9130009,0.61779575,0.0,143.16119051,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,28,545.92594792,0.92438488,0.91303398,0.61779575,0.65651861,34.60525632,0.05665994,21575,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,28,598.28980753,0.9229846,0.91441741,0.61691542,0.0,136.59684014,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,28,598.29022588,0.92328466,0.91442323,0.61745636,0.62144844,11.36431193,0.06868672,1950,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Baseline,29,56.21616997,0.91918384,0.9178552,0.62418605,0.0,81.94026542,0.0,12250,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Screening,29,56.21617003,0.91918384,0.91785497,0.62418605,0.81608477,3.0652678,0.03516579,4050,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Baseline,29,61.14205898,0.91668334,0.91989485,0.62494372,0.0,55.15572309,0.0,7725,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Screening,29,61.14205903,0.91668334,0.91989474,0.62494372,0.80205045,2.21559381,0.0350759,2200,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Baseline,29,274.53940205,0.91958392,0.91722954,0.62464986,0.0,135.07359576,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,29,274.53936895,0.91958392,0.91722407,0.62464986,0.61766636,17.60671806,0.0411272,9150,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,29,300.54880337,0.91928386,0.91880863,0.62964663,0.0,142.92360616,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,29,300.54879414,0.91938388,0.91879003,0.63027523,0.5426187,26.80552983,0.05738091,10975,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,29,547.29100451,0.9194839,0.91713953,0.62575546,0.0,136.45225,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,29,547.29098681,0.91938388,0.91714626,0.62546468,0.62076079,40.57464027,0.08787179,21625,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,29,599.63913753,0.91928386,0.91870903,0.62690707,0.0,143.49049258,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,29,599.63963975,0.9189838,0.91875569,0.625,0.63435752,10.44257545,0.07504988,1800,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Baseline,30,56.39533813,0.92158432,0.91528538,0.623439,0.0,114.05590677,0.0,16575,SUCCESS
ijcnn1,SCS,False,0.01,0.0,Screening,30,56.39533825,0.92158432,0.91528493,0.623439,0.81627231,3.41808128,0.04013252,3775,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Baseline,30,61.33169507,0.92428486,0.91756964,0.62244389,0.0,87.86112928,0.0,12275,SUCCESS
ijcnn1,SCS,False,0.01,0.05,Screening,30,61.33169513,0.92428486,0.91756975,0.62244389,0.80198793,2.46294904,0.04140639,2500,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Baseline,30,275.40606233,0.92238448,0.91439904,0.62256809,0.0,136.67670703,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.0,Screening,30,275.40606754,0.92268454,0.91439562,0.62384428,0.6329197,35.30986404,0.05190802,21450,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Baseline,30,301.53150962,0.92528506,0.91612803,0.62138875,0.0,141.24716115,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.05,0.05,Screening,30,301.53147901,0.92528506,0.91613431,0.62138875,0.54624449,33.94630861,0.0496695,15200,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Baseline,30,549.00531925,0.92218444,0.91433253,0.62306202,0.0,136.95038509,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.0,Screening,30,549.00513619,0.92218444,0.91432591,0.62306202,0.60153784,40.798594,0.04539442,21650,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Baseline,30,601.61028627,0.92528506,0.91614937,0.62138875,0.0,140.58264518,0.0,20000,SUCCESS
ijcnn1,SCS,False,0.1,0.05,Screening,30,601.61008375,0.92518504,0.9161634,0.62107396,0.55299597,21.37161279,0.04755688,8475,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,1,56.32610866,0.91928386,0.9257829,0.63500678,0.0,99.17944574,0.0,14750,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,1,56.32610878,0.91928386,0.92578427,0.63500678,0.81752258,4.6291976,0.04802346,5175,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,1,61.18960529,0.9214843,0.92699154,0.63808207,0.0,101.10818791,0.0,13800,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,1,61.18960541,0.9214843,0.9269912,0.63808207,0.80292564,3.16700244,0.04453397,3375,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,1,275.10939441,0.92108422,0.92551525,0.63556582,0.0,137.07013202,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,1,275.10939065,0.92108422,0.92551479,0.63556582,0.63782702,34.18896222,0.05500054,21050,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,1,301.01146247,0.91978396,0.92611581,0.63545455,0.0,142.8981173,0.0,19775,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,1,301.01146317,0.91978396,0.92611512,0.63545455,0.80736411,2.9598825,0.03548717,3400,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,1,548.40552709,0.92108422,0.9255505,0.63657301,0.0,134.41460109,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,1,548.40547377,0.92108422,0.92554571,0.63657301,0.68089895,33.1002419,0.04788518,21650,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,1,600.60019157,0.919984,0.92600594,0.63735267,0.0,141.23059082,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,1,600.60006298,0.919984,0.92600252,0.63735267,0.59850592,44.99761319,0.08482885,22000,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,2,56.6492159,0.92128426,0.92486541,0.64113087,0.0,91.34454012,0.0,13525,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,2,56.64921603,0.92128426,0.92486701,0.64113087,0.81611603,3.17953563,0.03459144,4275,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,2,61.5521339,0.92308462,0.9261943,0.64545874,0.0,140.48809624,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,2,61.55213356,0.92308462,0.92619065,0.64545874,0.55821586,32.08444285,0.0454545,15450,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,2,276.61790681,0.92658532,0.92448892,0.64299611,0.0,133.40646911,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,2,276.61785258,0.92668534,0.92447728,0.643309,0.62988779,32.0354948,0.04175806,18725,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,2,302.83569498,0.92538508,0.92533522,0.6464455,0.0,141.72227097,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,2,302.83569102,0.92538508,0.92533054,0.6464455,0.55677805,37.14333916,0.04960155,17150,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,2,551.39463367,0.9259852,0.92455771,0.64320154,0.0,134.66640258,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,2,551.39397975,0.92588518,0.92455224,0.64323544,0.62335511,35.14828539,0.04733324,18300,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,2,604.24155801,0.9254851,0.92513009,0.64742073,0.0,139.29345727,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,2,604.24152601,0.9254851,0.92514002,0.64742073,0.56524865,46.03250074,0.05479908,21800,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,3,56.18991613,0.92138428,0.91059754,0.62748815,0.0,125.93194675,0.0,18700,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,3,56.18991627,0.92138428,0.91059685,0.62748815,0.8175851,3.07300472,0.03402925,4150,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,3,61.13300738,0.92318464,0.91179271,0.61942517,0.0,63.28046894,0.0,8975,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,3,61.13300733,0.92318464,0.9117926,0.61942517,0.80164411,2.39085627,0.03524017,2525,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,3,274.32143989,0.92328466,0.91093398,0.61553885,0.0,136.46609163,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,3,274.32143072,0.92338468,0.91093181,0.61623246,0.61047729,23.04166317,0.04186893,11800,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,3,300.4899958,0.92118424,0.91113603,0.62583096,0.0,141.09361172,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,3,300.48997294,0.92118424,0.91112496,0.62583096,0.57393805,25.72891665,0.04468513,11175,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,3,546.78949298,0.92128426,0.91070626,0.62398471,0.0,134.11179352,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,3,546.78942684,0.92128426,0.91071139,0.62398471,0.63413872,34.48655748,0.05775738,21350,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,3,599.49629391,0.92138428,0.91111013,0.62642586,0.0,140.3940804,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,3,599.49603575,0.92138428,0.91115097,0.62535748,0.56299816,46.79997897,0.06969833,21900,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,4,56.37853742,0.92588518,0.91594777,0.62707599,0.0,77.95833778,0.0,11400,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,4,56.37853749,0.92588518,0.91594869,0.62707599,0.81570969,2.16680551,0.03438878,2450,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,4,61.26328021,0.92258452,0.91748909,0.62058824,0.0,103.97937989,0.0,14650,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,4,61.26328024,0.92258452,0.91748989,0.62058824,0.80051886,3.43587422,0.05537677,2525,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,4,275.37511142,0.92458492,0.91584373,0.62562066,0.0,134.11005354,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,4,275.37510743,0.92458492,0.915837,0.62562066,0.63660801,33.52162004,0.05666351,21150,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,4,301.3099463,0.92568514,0.91650224,0.62531518,0.0,140.18079853,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,4,301.30991951,0.92558512,0.91649836,0.62462159,0.5961304,32.67732716,0.04483104,16750,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,4,548.95614751,0.9239848,0.91588229,0.62338949,0.0,135.02579498,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,4,548.95608031,0.92408482,0.91588754,0.62369856,0.56859313,43.47026753,0.04666901,21500,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,4,601.17886416,0.92588518,0.91635016,0.62556847,0.0,140.37728071,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,4,601.1786802,0.92588518,0.91637743,0.62594649,0.61710374,41.85850358,0.05395961,21875,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,5,56.77220496,0.92958592,0.91831166,0.64408493,0.0,134.14768839,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,5,56.7722045,0.92968594,0.91832011,0.64441072,0.71296846,13.6118722,0.05955362,9350,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,5,61.58011931,0.93188638,0.91986679,0.64176749,0.0,55.94307208,0.0,7850,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,5,61.58011926,0.93188638,0.91986747,0.64176749,0.80183165,3.48914814,0.06584144,2725,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,5,277.62875996,0.92268454,0.91840168,0.63451537,0.0,135.7147243,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,5,277.62872019,0.92258452,0.91839392,0.6342155,0.63191948,35.100595,0.0461421,21175,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,5,303.15539982,0.93108622,0.91847355,0.64095883,0.0,139.33342218,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,5,303.15538776,0.93108622,0.91847971,0.64095883,0.55699684,27.75706434,0.04453754,11450,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,5,553.54629349,0.93178636,0.91835182,0.64105263,0.0,135.7075119,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,5,553.54596752,0.93178636,0.91835616,0.64105263,0.63507642,31.97047091,0.04742932,16600,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,5,604.95716462,0.93128626,0.91848131,0.64237376,0.0,138.59369469,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,5,604.95710068,0.93118624,0.91849637,0.64166667,0.49654612,31.29074717,0.05017042,11775,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,6,56.59935318,0.92388478,0.91796792,0.62345374,0.0,108.45844364,0.0,16100,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,6,56.59935302,0.92388478,0.91796837,0.62345374,0.81605351,3.50348854,0.0709343,3600,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,6,61.47539681,0.92378476,0.91942436,0.62013958,0.0,70.63007641,0.0,10025,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,6,61.47539679,0.92378476,0.91942413,0.62013958,0.80167537,2.15643144,0.03562808,2100,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,6,276.57596368,0.9219844,0.91804858,0.62209302,0.0,121.45052028,0.0,17900,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,6,276.57596413,0.9219844,0.91804892,0.62209302,0.82221111,3.06279922,0.03579903,4175,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,6,302.42403679,0.92238448,0.91826728,0.62146341,0.0,142.32720876,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,6,302.42401038,0.9224845,0.91826626,0.62176672,0.55390242,35.73303962,0.07347202,16625,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,6,551.39370813,0.92558512,0.91795868,0.62118126,0.0,135.416152,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,6,551.39360939,0.92558512,0.91796084,0.62118126,0.62988779,29.4238503,0.06168985,16000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,6,603.43451044,0.92268454,0.91796358,0.62163485,0.0,141.13787913,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,6,603.43434502,0.92268454,0.91797522,0.62163485,0.58350264,43.70141792,0.0583787,21800,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,7,57.12289232,0.93028606,0.92231704,0.64238071,0.0,92.13474321,0.0,13800,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,7,57.12289253,0.93028606,0.92231693,0.64238071,0.8143969,4.8709085,0.06713128,5075,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,7,61.87310379,0.93108622,0.92393217,0.64319006,0.0,74.74072123,0.0,10725,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,7,61.87310386,0.93108622,0.92393217,0.64319006,0.79917482,2.90855789,0.04326248,2575,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,7,279.35491245,0.92868574,0.92195938,0.64720435,0.0,134.69420028,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,7,279.3548895,0.92868574,0.92196702,0.64720435,0.60313194,38.22774744,0.05801249,21300,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,7,304.89292157,0.92978596,0.92248133,0.64935065,0.0,142.78957796,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,7,304.89291787,0.92958592,0.92249433,0.648,0.50210984,29.2290349,0.04512906,11150,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,7,556.97166769,0.92908582,0.92168032,0.64743909,0.0,137.7817421,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,7,556.97142281,0.92508502,0.92165727,0.64316341,0.61922921,35.23753548,0.04758906,18750,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,7,608.51057665,0.92988598,0.92256438,0.64720684,0.0,145.60444307,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,7,608.51043998,0.92978596,0.92256461,0.64688129,0.49995311,54.5261929,0.06162238,21850,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,8,56.18786258,0.92778556,0.91896219,0.62119622,0.0,39.13864708,0.0,5600,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,8,56.1878627,0.92778556,0.91896185,0.62119622,0.81667865,2.70324397,0.03956318,3200,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,8,61.04454517,0.92718544,0.92041076,0.62318841,0.0,96.50757313,0.0,13475,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Screening,8,61.04454506,0.92708542,0.92041281,0.6224754,0.80270684,3.31596065,0.06365752,2675,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Baseline,8,274.39799604,0.92818564,0.91913526,0.61727079,0.0,137.20556092,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.0,Screening,8,274.39798838,0.92818564,0.91913743,0.61727079,0.6356703,35.29584551,0.04779005,21175,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Baseline,8,300.24484574,0.92528506,0.91966337,0.62817322,0.0,144.16002584,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.05,0.05,Screening,8,300.24484026,0.92528506,0.91965014,0.62817322,0.59563029,41.65045452,0.04547405,21275,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Baseline,8,546.97289165,0.92558512,0.91904741,0.62079511,0.0,135.21695399,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.0,Screening,8,546.97288118,0.92578516,0.91904137,0.62142857,0.62629325,34.03911877,0.05021214,21300,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Baseline,8,599.04943717,0.92718544,0.91947741,0.62004175,0.0,144.56001544,0.0,20000,SUCCESS
ijcnn1,SCS,True,0.1,0.05,Screening,8,599.0492702,0.92718544,0.91948528,0.62043796,0.57731379,49.17317796,0.05819726,21925,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Baseline,9,56.24789496,0.91738348,0.91786227,0.62556664,0.0,45.76914382,0.0,6375,SUCCESS
ijcnn1,SCS,True,0.01,0.0,Screening,9,56.24789493,0.91738348,0.91786421,0.62556664,0.81755384,4.27080035,0.04925084,4725,SUCCESS
ijcnn1,SCS,True,0.01,0.05,Baseline,9,61.17470184,0.9239848,0.91938602,0.63320463,0.0,138.76888967,0.0,18600,SUCCESS
